image_name,gps_timestamp,gps_week,yaw,pitch,roll
DSC01220.JPG,554641.984619,2234,-96.5,-1.2,2.6
DSC01221.JPG,554642.752087,2234,-94.1,-1,0.8
DSC01222.JPG,554644.586346,2234,-94,-0.6,-4.4
DSC01223.JPG,554646.388376,2234,-96.2,1.1,1.7
DSC01224.JPG,554648.223754,2234,-98.4,1.4,0.7
DSC01225.JPG,554650.159051,2234,-97.6,2.1,0.4
DSC01226.JPG,554652.12754,2234,-97.7,2.2,-0.8
DSC01227.JPG,554654.19635,2234,-99.9,2.1,-1.1
DSC01228.JPG,554656.265113,2234,-99.5,2.4,-0.6
DSC01229.JPG,554658.367035,2234,-101.4,3,-2
DSC01230.JPG,554660.536086,2234,-98.3,2.9,0.3
DSC01231.JPG,554662.371249,2234,-96.3,2.3,-0.4
DSC01232.JPG,554664.606817,2234,-98.9,3.7,-0.7
DSC01233.JPG,554666.875817,2234,-100.1,2,-1.6
DSC01234.JPG,554669.111835,2234,-97,2.2,-2.3
DSC01235.JPG,554671.28013,2234,-99.7,1.7,-0.5
DSC01236.JPG,554673.448772,2234,-100.5,1.8,-0.6
DSC01237.JPG,554675.584451,2234,-100.4,2.4,0
DSC01238.JPG,554677.753188,2234,-96.8,2.3,1.8
DSC01239.JPG,554679.888729,2234,-99.1,2.2,-2.7
