DSC00007.JPG,37.03285979,39.69982864,1573.273,0.0,0.0,0.0
DSC00008.JPG,37.03250019,39.69983873,1572.524,0.0,0.0,0.0
DSC00009.JPG,37.03214320,39.69979150,1573.361,0.0,0.0,0.0
DSC00010.JPG,37.03178891,39.69971175,1575.771,0.0,0.0,0.0
DSC00011.JPG,37.03143342,39.69963796,1577.264,0.0,0.0,0.0
DSC00012.JPG,37.03106982,39.69958081,1580.620,0.0,0.0,0.0
DSC00013.JPG,37.03069334,39.69954673,1583.517,0.0,0.0,0.0
DSC00014.JPG,37.03031775,39.69951007,1585.666,0.0,0.0,0.0
DSC00015.JPG,37.02993998,39.69945945,1585.431,0.0,0.0,0.0
DSC00016.JPG,37.02956505,39.69940398,1584.129,0.0,0.0,0.0
DSC00017.JPG,37.02919408,39.69934441,1583.725,0.0,0.0,0.0
DSC00018.JPG,37.02183383,39.69833266,1574.981,0.0,0.0,0.0
DSC00019.JPG,37.02144860,39.69828979,1575.368,0.0,0.0,0.0
DSC00020.JPG,37.02106833,39.69824302,1573.884,0.0,0.0,0.0
DSC00021.JPG,37.02069579,39.69818359,1572.587,0.0,0.0,0.0
DSC00022.JPG,37.02031902,39.69812961,1571.511,0.0,0.0,0.0
DSC00023.JPG,37.01994492,39.69808379,1571.169,0.0,0.0,0.0
DSC00024.JPG,37.01957335,39.69803991,1571.377,0.0,0.0,0.0
DSC00025.JPG,37.01919908,39.69798097,1571.697,0.0,0.0,0.0
DSC00026.JPG,37.01882900,39.69792696,1571.749,0.0,0.0,0.0
DSC00027.JPG,37.01845231,39.69787736,1573.300,0.0,0.0,0.0
DSC00028.JPG,37.01811095,39.69783024,1574.016,0.0,0.0,0.0
DSC00029.JPG,37.01774683,39.69778407,1574.228,0.0,0.0,0.0
DSC00030.JPG,37.01738019,39.69773811,1573.765,0.0,0.0,0.0
DSC00031.JPG,37.01701929,39.69768638,1573.053,0.0,0.0,0.0
DSC00032.JPG,37.01666780,39.69763547,1572.369,0.0,0.0,0.0
DSC00033.JPG,37.01630919,39.69758582,1572.266,0.0,0.0,0.0
DSC00034.JPG,37.01595268,39.69753725,1571.371,0.0,0.0,0.0
DSC00035.JPG,37.01559615,39.69749563,1571.226,0.0,0.0,0.0
DSC00036.JPG,37.01524001,39.69745339,1571.391,0.0,0.0,0.0
DSC00037.JPG,37.01488798,39.69740192,1572.130,0.0,0.0,0.0
DSC00038.JPG,37.01454926,39.69735565,1572.711,0.0,0.0,0.0
